City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Mogadishu,SO,2.0371,45.3438,76.53,82,100,14.09,overcast clouds
347,Daud Khel,PK,32.875,71.5701,52.38,36,95,4.36,overcast clouds
348,Ondjiva,AO,-17.0667,15.7333,66.29,83,100,8.57,light rain
349,Karratha,AU,-20.7377,116.8463,88.74,61,14,10.54,few clouds
350,Esperance,AU,-33.8667,121.9,80.11,43,0,15.37,clear sky
351,Clyde River,CA,70.4692,-68.5914,-27.17,68,100,4.61,light snow
352,Kruisfontein,ZA,-34.0033,24.7314,66.88,85,32,12.5,scattered clouds
353,Belmonte,BR,-15.8631,-38.8828,73.9,83,33,6.93,scattered clouds
354,Matagami,CA,49.7502,-77.6328,-14.37,99,18,3.4,few clouds
355,Nago,JP,26.5881,127.9761,61.23,64,100,12.75,overcast clouds
356,Kahului,US,20.8947,-156.47,82.42,67,40,23.02,scattered clouds
357,Cap-Aux-Meules,CA,47.3821,-61.8597,19.27,81,100,32.61,overcast clouds
358,Yangambi,CD,0.8102,24.4336,70.47,78,100,1.74,overcast clouds
359,Cootamundra,AU,-34.65,148.0333,73.94,41,3,18.97,clear sky
360,Husavik,IS,66.0449,-17.3389,29.82,85,100,27.72,light snow
361,Rio Grande,BR,-32.035,-52.0986,71.94,79,0,3.96,clear sky
362,Kurchum,KZ,48.5722,83.6542,14.41,57,0,9.31,clear sky
363,Mount Gambier,AU,-37.8333,140.7667,81.5,29,18,6.31,few clouds
364,Agrado,CO,2.2573,-75.7714,69.69,90,96,3.49,overcast clouds
365,Opuwo,NA,-18.0607,13.84,66.99,52,100,2.84,overcast clouds
366,Mitu,CO,1.1983,-70.1733,71.6,96,93,1.97,overcast clouds
367,Yuci,CN,37.6803,112.7319,17.35,53,0,4.47,clear sky
368,Jiayuguan,CN,39.8167,98.3,11.97,81,100,3.58,light snow
369,Skibbereen,IE,51.55,-9.2667,52.11,89,100,34.38,moderate rain
370,Dordrecht,NL,51.81,4.6736,48.22,82,100,13.0,overcast clouds
371,Rio Gallegos,AR,-51.6226,-69.2181,62.65,51,75,9.22,broken clouds
372,Batemans Bay,AU,-35.7167,150.1833,70.92,59,24,11.79,few clouds
373,Ketchikan,US,55.3422,-131.6461,46.38,61,100,19.57,overcast clouds
374,Ulladulla,AU,-35.35,150.4667,68.9,58,6,13.78,clear sky
375,Villeta,CO,5.0089,-74.4723,75.81,96,50,2.73,scattered clouds
376,Port-Gentil,GA,-0.7193,8.7815,79.02,82,10,11.34,clear sky
377,Namibe,AO,-15.1961,12.1522,72.54,66,75,9.15,broken clouds
378,Dunmore Town,BS,25.5,-76.65,74.17,72,2,12.48,clear sky
379,Potam,MX,27.6,-110.3833,71.92,48,0,9.66,clear sky
380,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,84,86,11.14,overcast clouds
381,Samana,DO,19.2056,-69.3369,71.82,88,32,9.57,scattered clouds
382,Weligama,LK,5.9667,80.4167,72.18,90,32,5.61,scattered clouds
383,Calama,CL,-22.4667,-68.9333,61.29,20,0,16.11,clear sky
384,Ereymentau,KZ,51.6199,73.1033,2.3,67,6,5.66,clear sky
385,Kroya,ID,-7.6331,109.2461,80.74,79,100,2.75,overcast clouds
386,Lasa,IT,46.6166,10.7002,31.3,42,2,2.89,clear sky
387,Tammisaari,FI,59.9736,23.4339,28.29,98,10,8.34,clear sky
388,San Ignacio,BZ,17.1561,-89.0714,68.14,100,100,9.22,overcast clouds
389,Cosolapa,MX,18.5833,-96.65,58.57,73,73,2.24,broken clouds
390,Pangnirtung,CA,66.1451,-65.7125,-32.33,97,100,4.63,overcast clouds
391,Marawi,PH,7.9986,124.2928,72.64,63,62,4.21,broken clouds
392,Kropotkin,RU,45.4375,40.5756,26.94,95,100,5.86,light snow
393,Sayyan,YE,15.1718,44.3244,55.11,57,86,4.54,overcast clouds
394,Hauterive,FR,46.0901,3.4459,37.76,93,15,4.92,few clouds
395,Lillooet,CA,50.6856,-121.942,42.12,94,100,4.47,overcast clouds
396,Gizo,SB,-8.103,156.8419,85.77,71,100,8.93,overcast clouds
397,Panaba,MX,21.2833,-88.2667,70.03,88,86,8.79,overcast clouds
398,Trairi,BR,-3.2778,-39.2689,77.7,84,10,6.76,clear sky
399,Goure,NE,13.9835,10.2704,62.02,17,0,9.33,clear sky
400,Visconde Do Rio Branco,BR,-21.0103,-42.8406,72.82,99,100,5.93,overcast clouds
401,Lagoa,PT,39.05,-27.9833,58.57,75,0,17.09,clear sky
402,Cidreira,BR,-30.1811,-50.2056,74.32,89,100,5.46,overcast clouds
403,Lake City,US,30.1897,-82.6393,50.63,61,100,7.7,overcast clouds
404,Mount Isa,AU,-20.7333,139.5,91.17,29,40,10.36,scattered clouds
405,Nuuk,GL,64.1835,-51.7216,7.41,85,100,4.61,light snow
406,At-Bashi,KG,41.1702,75.8106,2.39,63,91,2.55,overcast clouds
407,Marrakesh,MA,31.6315,-8.0083,60.87,59,40,4.61,scattered clouds
408,Berlevag,NO,70.8578,29.0864,24.49,82,55,25.17,broken clouds
409,Iskateley,RU,67.6803,53.1512,2.5,93,100,12.17,overcast clouds
410,La Pena,FR,43.2821,5.5164,42.57,62,0,7.07,clear sky
411,Gusau,NG,12.1628,6.6614,63.93,20,0,12.55,clear sky
412,Danane,CI,7.2596,-8.155,70.12,37,5,3.71,clear sky
413,Tafresh,IR,34.692,50.013,27.48,82,4,11.05,clear sky
414,Gallup,US,35.5281,-108.7426,39.96,37,0,0.0,clear sky
415,Zeya,RU,53.75,127.2667,2.28,67,100,3.0,overcast clouds
416,Tikrit,IQ,34.6071,43.6782,47.7,51,0,8.52,clear sky
417,Rosarito,MX,32.3333,-117.0333,68.49,36,2,10.4,clear sky
418,Shimoda,JP,34.6667,138.95,43.11,54,0,25.88,clear sky
419,Demirci,TR,39.0461,28.6589,30.65,58,44,2.57,scattered clouds
420,Neiafu,TO,-18.65,-173.9833,79.23,77,100,20.83,light rain
421,Suoyarvi,RU,62.0833,32.35,18.21,94,100,8.52,light snow
422,Eyl,SO,7.9803,49.8164,70.95,79,6,6.04,clear sky
423,Lons-Le-Saunier,FR,46.75,5.75,32.59,86,91,5.06,overcast clouds
424,Las Vegas,US,36.175,-115.1372,62.92,18,0,3.44,clear sky
425,Guozhen,CN,34.3659,107.359,29.23,80,100,3.91,light snow
426,Halifax,CA,44.6453,-63.5724,19.09,87,26,5.99,scattered clouds
427,Mareeba,AU,-17.0,145.4333,84.49,74,24,3.42,few clouds
428,Sombrerete,MX,23.6333,-103.65,53.94,49,12,14.52,few clouds
429,Jucurutu,BR,-6.0339,-37.0203,82.06,62,100,6.8,overcast clouds
430,Lota,CL,-37.0833,-73.1667,63.86,71,0,9.84,clear sky
431,Makakilo City,US,21.3469,-158.0858,82.72,57,100,6.91,overcast clouds
432,Tabou,CI,4.423,-7.3528,79.34,87,16,5.79,light rain
433,Port Said,EG,31.2565,32.2841,55.51,74,1,11.52,clear sky
434,Togur,RU,58.3631,82.8265,13.75,92,100,6.04,overcast clouds
435,Madang,PG,-5.2246,145.7966,86.63,63,100,6.89,overcast clouds
436,Wanning,CN,18.8003,110.3967,67.82,80,99,9.31,overcast clouds
437,Nordborg,DK,55.0573,9.7408,44.92,93,100,16.11,moderate rain
438,Igarka,RU,67.4667,86.5833,-6.36,98,99,4.63,overcast clouds
439,Vredendal,ZA,-31.6683,18.5012,72.77,46,9,1.57,clear sky
440,El Alto,PE,-4.2714,-81.2147,70.23,81,14,11.3,few clouds
441,Asau,RO,46.4333,26.4,29.39,93,23,5.95,few clouds
442,Sahuaripa,MX,29.05,-109.2333,61.29,31,0,2.15,clear sky
443,Erzin,TR,36.9559,36.2,37.92,78,4,3.53,clear sky
444,Caldwell,US,43.6629,-116.6874,40.6,67,0,10.36,clear sky
445,Port Alberni,CA,49.2413,-124.8028,45.91,95,100,2.24,overcast clouds
446,Ust-Nera,RU,64.5667,143.2,-18.31,73,55,2.15,broken clouds
447,Oriximina,BR,-1.7656,-55.8661,74.26,94,95,3.2,light rain
448,Bubaque,GW,11.2833,-15.8333,77.92,69,3,13.11,clear sky
449,Shamary,RU,57.3434,58.2199,17.64,90,99,9.19,overcast clouds
450,Ahipara,NZ,-35.1667,173.1667,77.43,75,100,5.64,light rain
451,Komsomolskiy,UZ,40.4272,71.7189,38.62,39,100,2.55,overcast clouds
452,Olinda,BR,-8.0089,-34.8553,82.13,65,0,5.75,clear sky
453,Alugan,PH,12.2188,125.4808,80.71,74,100,17.16,overcast clouds
454,Mtwara,TZ,-10.2667,40.1833,75.04,87,100,8.08,light rain
455,Gallipoli,TR,40.4103,26.6708,35.46,77,100,2.42,overcast clouds
456,Kon Tum,VN,14.35,108.0,69.87,69,83,6.62,broken clouds
457,Plettenberg Bay,ZA,-34.0527,23.3716,66.76,85,0,7.94,clear sky
458,Lethem,GY,3.3803,-59.7968,78.42,71,100,8.03,overcast clouds
459,Andenes,NO,69.3143,16.1194,35.58,87,75,25.32,light rain
460,Horsham,GB,51.064,-0.3272,51.31,80,40,17.27,scattered clouds
461,Naze,JP,28.3667,129.4833,50.94,67,100,14.74,overcast clouds
462,Tolaga Bay,NZ,-38.3667,178.3,69.53,77,100,1.12,light rain
463,Gorontalo,ID,0.5412,123.0595,82.72,73,100,2.08,overcast clouds
464,Qaqortoq,GL,60.7167,-46.0333,1.9,74,100,5.28,overcast clouds
465,Gaoua,BF,10.2992,-3.2508,73.0,15,0,5.64,clear sky
466,Half Moon Bay,US,37.4636,-122.4286,64.62,53,0,13.8,haze
467,Culebra,PR,18.303,-65.301,75.24,90,85,13.0,overcast clouds
468,Cortez,US,37.3489,-108.5859,35.71,33,0,11.5,clear sky
469,Tsabong,BW,-26.0217,22.401,76.15,52,3,12.19,light rain
470,Kuusamo,FI,65.9667,29.1833,17.64,93,100,11.5,overcast clouds
471,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,26.78,80,100,17.9,light shower snow
472,Freeport,US,40.6576,-73.5832,24.76,62,20,4.0,few clouds
473,Paciran,ID,-6.8767,112.3761,81.1,81,62,13.06,broken clouds
474,Necochea,AR,-38.5473,-58.7368,60.04,61,100,20.18,overcast clouds
475,Beringovskiy,RU,63.05,179.3167,-7.96,92,84,14.14,broken clouds
476,Pasighat,IN,28.0667,95.3333,52.81,91,91,3.71,overcast clouds
477,Yulara,AU,-25.2406,130.9889,80.26,23,0,10.63,clear sky
478,Verkhoyansk,RU,67.5447,133.385,-41.96,99,100,0.72,overcast clouds
479,Gurupa,BR,-1.405,-51.64,74.1,97,100,3.15,light rain
480,Votkinsk,RU,57.0486,53.9872,14.5,97,98,4.99,light snow
481,Davila,PH,18.4726,120.5763,76.19,77,28,24.7,scattered clouds
482,Karatu,TZ,-3.3333,35.6667,59.99,86,100,4.05,overcast clouds
483,Nara,JP,34.6851,135.8049,38.48,62,15,12.55,few clouds
484,Bari Sadri,IN,24.4167,74.4667,48.54,31,0,4.61,clear sky
485,Elko,US,41.0002,-115.5012,41.02,57,0,3.67,clear sky
486,Ola,RU,59.5833,151.2833,10.15,71,54,11.16,broken clouds
487,Bonavista,CA,48.6499,-53.1147,35.11,97,100,11.72,light snow
488,Nakhon Phanom,TH,17.3333,104.4167,63.36,66,95,4.47,overcast clouds
489,Lichtenburg,ZA,-26.152,26.1597,59.97,81,62,12.59,broken clouds
490,Alindao,CF,5.0267,21.2088,73.42,28,99,3.67,overcast clouds
491,Sola,VU,-13.8833,167.55,82.04,81,97,20.6,overcast clouds
492,Longonjo,AO,-12.9067,15.2533,60.12,79,100,0.63,overcast clouds
493,Newtonhill,GB,57.0333,-2.15,36.95,72,32,5.75,scattered clouds
494,Cockburn Town,TC,21.4612,-71.1419,75.16,57,40,8.05,scattered clouds
495,Volosovo,RU,59.4333,29.4833,24.57,98,100,4.43,overcast clouds
496,Boden,SE,65.8252,21.6886,24.8,95,97,6.24,overcast clouds
497,Wexford,IE,52.3342,-6.4575,49.66,89,100,25.79,overcast clouds
498,Vorotynets,RU,56.0603,45.8633,6.03,99,100,3.69,overcast clouds
499,San Lawrenz,MT,36.0553,14.204,55.85,87,100,3.0,overcast clouds
500,Tukrah,LY,32.5341,20.5791,54.63,69,93,12.82,overcast clouds
501,Pahrump,US,36.2083,-115.9839,60.44,16,100,1.99,overcast clouds
502,Quatre Cocos,MU,-20.2078,57.7625,79.09,80,100,15.88,overcast clouds
503,Carutapera,BR,-1.195,-46.02,75.47,93,100,5.41,overcast clouds
504,Arua,UG,3.0201,30.9111,65.59,49,100,5.26,overcast clouds
505,Kamyshevatskaya,RU,46.4132,37.9563,36.28,98,100,11.95,overcast clouds
506,Mecca,SA,21.4267,39.8261,60.76,49,0,5.55,clear sky
507,Pedernales,DO,18.0384,-71.744,75.72,71,5,3.69,clear sky
508,Bilibino,RU,68.0546,166.4372,-11.94,86,13,4.0,few clouds
509,Brinkovskaya,RU,46.0347,38.5869,32.16,99,100,6.91,light snow
510,Yarim,YE,14.298,44.3779,51.75,57,6,4.81,clear sky
511,Saint Anthony,US,45.0205,-93.218,26.13,71,100,1.99,overcast clouds
512,Liverpool,GB,53.4106,-2.9779,50.77,83,100,10.0,overcast clouds
513,Sabha,LY,27.0377,14.4283,53.35,31,5,8.41,clear sky
514,Tucuman,AR,-26.8241,-65.2226,73.4,68,100,10.36,overcast clouds
515,Mantua,IT,45.1667,10.7833,42.44,83,0,2.53,clear sky
516,Santo Domingo,DO,18.5001,-69.9886,73.08,90,20,0.0,few clouds
517,Korla,CN,41.7597,86.1469,22.26,43,94,10.45,overcast clouds
518,Myitkyina,MM,25.3833,97.4,55.85,99,97,0.96,overcast clouds
519,Neftcala,AZ,39.3742,49.2472,40.93,67,77,6.22,broken clouds
520,Mocuba,MZ,-16.8392,36.9856,67.69,97,85,4.45,overcast clouds
521,Daru,PG,-9.0763,143.2092,86.7,63,68,10.47,broken clouds
522,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,28,0,8.01,clear sky
523,Khandyga,RU,62.6667,135.6,-35.91,99,95,2.26,overcast clouds
524,Fasa,IR,28.9383,53.6482,42.8,65,0,5.57,clear sky
525,Hirara,JP,24.8,125.2833,62.04,69,100,21.14,overcast clouds
526,Peniche,PT,39.3558,-9.3811,53.1,82,0,12.46,clear sky
527,Collie,AU,-33.3667,116.15,80.26,43,40,7.4,scattered clouds
528,Teknaf,BD,20.8624,92.3058,61.75,87,18,8.1,few clouds
529,Hami,CN,42.8,93.45,26.17,28,100,11.01,overcast clouds
530,Puno,PE,-15.8333,-70.0333,47.39,67,47,6.15,scattered clouds
531,Ambon,ID,-3.6954,128.1814,86.14,70,40,9.22,scattered clouds
532,Sao Sebastiao,BR,-23.76,-45.4097,77.47,92,100,5.95,light rain
533,Tiruchchirappalli,IN,10.8167,78.6833,73.51,94,40,0.0,mist
534,Sambava,MG,-14.2667,50.1667,74.64,88,98,4.43,overcast clouds
535,Faya,SA,18.3851,42.4509,48.72,76,0,1.95,clear sky
536,Wadi Musa,JO,30.3222,35.4793,36.54,89,48,4.9,scattered clouds
537,Leninsk,RU,48.7119,45.1994,17.46,92,84,8.88,broken clouds
538,Petauke,ZM,-14.2426,31.3253,63.99,98,100,1.77,light rain
539,Chifeng,CN,42.2683,118.9636,12.22,61,0,8.19,clear sky
540,Kushmurun,KZ,52.4503,64.6311,17.19,80,100,8.77,overcast clouds
541,Logansport,US,40.7545,-86.3567,16.92,37,0,10.36,clear sky
542,Pacific Grove,US,36.6177,-121.9166,64.08,59,0,7.0,clear sky
543,Moree,AU,-29.4667,149.85,78.82,36,40,18.41,scattered clouds
544,Nalut,LY,30.3333,10.85,54.09,21,100,11.07,overcast clouds
545,Puerto Carreno,CO,6.189,-67.4859,87.03,42,100,3.53,overcast clouds
546,Tabasalu,EE,59.4303,24.5331,32.09,100,100,11.5,overcast clouds
547,Mwinilunga,ZM,-11.7358,24.4293,59.43,98,100,3.58,overcast clouds
548,Phan Thiet,VN,10.9333,108.1,78.57,58,45,8.43,scattered clouds
549,Beira,MZ,-19.8436,34.8389,77.67,74,54,13.18,broken clouds
550,Chase,CA,50.8165,-119.6857,38.19,99,89,2.26,overcast clouds
551,San Andres,CO,12.5847,-81.7006,80.62,74,20,11.5,few clouds
552,Twin Falls,US,42.3505,-114.6445,30.54,74,0,14.97,clear sky
553,Coquimbo,CL,-29.9533,-71.3436,62.33,88,75,6.91,broken clouds
554,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,55,0,2.3,clear sky
555,Hoghiz,RO,45.9833,25.3,32.63,98,84,3.76,broken clouds
556,Heishan,CN,41.6892,122.1128,18.88,48,0,7.63,clear sky
557,Albanel,CA,48.8832,-72.4487,-9.09,91,11,5.66,few clouds
558,Broome,US,42.2506,-75.833,9.18,66,0,5.75,clear sky
559,Tambacounda,SN,13.7539,-13.7586,78.76,11,0,7.27,clear sky
560,Kenora,CA,49.8167,-94.4337,6.78,77,100,3.0,overcast clouds
561,Kandi,BJ,11.1342,2.9386,69.21,17,0,5.77,clear sky
562,Sfantu Gheorghe,RO,45.8667,25.7833,31.66,97,23,3.87,few clouds
563,Kuryk,KZ,43.2,51.65,33.71,83,97,13.22,light snow
564,Flinders,AU,-34.5833,150.8552,73.2,71,96,15.73,overcast clouds
565,Lakes Entrance,AU,-37.8811,147.981,71.58,58,0,12.24,clear sky
566,Porto Velho,BR,-8.7619,-63.9039,75.25,94,0,0.0,clear sky
567,Biltine,TD,14.5333,20.9167,61.5,18,4,15.86,clear sky
568,Port Hedland,AU,-20.3167,118.5667,89.65,66,40,9.22,scattered clouds
569,Sulina,RO,45.1559,29.6536,36.73,83,14,12.68,few clouds
570,Ginda,IN,30.6945,78.4932,29.37,40,11,6.02,few clouds
571,Araouane,ML,18.9048,-3.5265,63.23,12,0,8.5,clear sky
572,Cozumel,MX,20.5083,-86.9458,76.95,85,11,8.01,few clouds
573,Ambilobe,MG,-13.2,49.05,72.45,94,96,2.8,overcast clouds
574,Seydi,TM,39.4816,62.9137,45.07,68,100,20.49,overcast clouds
575,Townsville,AU,-19.25,146.8,83.28,61,40,11.5,scattered clouds
576,Tallahassee,US,30.4383,-84.2807,47.62,73,20,4.61,few clouds
577,Malayal,PH,7.208,121.942,83.12,68,96,5.46,overcast clouds
578,Ugoofaaru,MV,5.6667,73.0,81.05,65,83,6.96,broken clouds
579,Verkhnyaya Inta,RU,65.9811,60.3094,-11.67,93,23,3.56,few clouds
580,Kasama,ZM,-10.2129,31.1808,61.34,95,100,3.96,light rain
581,Mehamn,NO,71.0357,27.8492,19.45,87,64,13.58,broken clouds
582,Oktyabrskiy,RU,54.4815,53.471,17.24,98,99,1.66,overcast clouds
583,Ankang,CN,32.68,109.0172,38.66,72,100,7.52,overcast clouds
584,El Reno,US,35.5323,-97.955,38.93,58,0,17.27,clear sky
585,Padang,ID,-0.9492,100.3543,71.65,92,100,3.51,overcast clouds
586,Trinidad,BO,-14.8333,-64.9,75.38,95,100,2.59,overcast clouds
587,Sri Aman,MY,1.2376,111.4621,76.95,94,100,2.24,overcast clouds
588,Kanye,BW,-24.9667,25.3327,63.48,70,50,15.21,scattered clouds
589,Ucluelet,CA,48.9329,-125.5528,46.09,92,99,3.71,overcast clouds
590,Mubi,NG,10.2676,13.2644,63.95,22,1,1.81,clear sky
591,Mahibadhoo,MV,3.7833,72.9667,81.09,68,21,6.06,few clouds
592,Tessalit,ML,20.1986,1.0114,60.31,16,7,9.98,clear sky
593,Ejby,DK,55.4858,12.0817,42.1,93,100,19.57,moderate rain
594,Mandalgovi,MN,45.7625,106.2708,2.25,69,0,6.02,clear sky
595,Lumeje,AO,-11.55,20.7833,61.56,88,100,4.81,overcast clouds
596,Singapore,SG,1.2897,103.8501,78.75,88,75,4.61,moderate rain
597,Chapais,CA,49.7834,-74.8492,-17.32,100,44,2.73,scattered clouds
598,Denpasar,ID,-8.65,115.2167,85.71,70,20,8.05,few clouds
599,Mount Hagen,PG,-5.8581,144.2274,73.36,60,100,2.42,overcast clouds
600,Iberia,US,29.9502,-91.7507,44.67,70,0,4.61,clear sky
601,Iranshahr,IR,27.2025,60.6848,60.78,59,0,2.95,clear sky
602,Malanje,AO,-9.5402,16.341,61.77,97,100,3.0,overcast clouds
603,Kungurtug,RU,50.5994,97.5228,-15.7,94,39,1.43,scattered clouds
604,Belize,BZ,17.25,-88.75,77.25,98,5,1.92,clear sky
605,Angoche,MZ,-16.2325,39.9086,73.58,89,29,10.71,scattered clouds
606,Booue,GA,-0.0921,11.9385,73.63,93,4,2.51,clear sky
607,Cobija,BO,-11.0267,-68.7692,74.8,85,100,2.33,overcast clouds
608,Zhigansk,RU,66.7697,123.3711,-26.09,99,100,5.46,overcast clouds
609,Whitehorse,CA,60.7161,-135.0538,27.1,91,100,15.01,light snow
610,Hakui,JP,36.8833,136.7833,36.72,82,100,13.29,light snow
611,Saint-Francois,FR,46.4154,3.9054,37.42,98,15,4.61,few clouds
612,Baykit,RU,61.67,96.37,6.22,95,90,5.21,overcast clouds
613,Dalby,AU,-27.1833,151.2667,76.51,41,26,19.39,scattered clouds
614,Havre-Saint-Pierre,CA,50.2334,-63.5986,4.33,76,99,10.16,overcast clouds
615,Topolobampo,MX,25.6,-109.05,67.05,55,0,18.41,clear sky
616,Oussouye,SN,12.485,-16.5469,71.53,68,0,6.15,clear sky
617,Tiarei,PF,-17.5333,-149.3333,87.82,74,12,19.53,light rain
618,Sukumo,JP,32.9333,132.7333,40.8,49,72,17.38,broken clouds
619,El Sauzal,MX,31.9,-116.6833,59.41,51,4,3.51,clear sky
620,Lyuban,BY,52.7985,28.0048,31.15,93,99,14.25,overcast clouds
621,Thakurganj,IN,26.45,88.1333,51.03,86,0,2.66,clear sky
622,Udachnyy,RU,66.4167,112.4,-31.43,100,89,2.3,overcast clouds
623,Xochitlan,MX,18.7,-97.7833,53.8,64,0,10.74,clear sky
624,Man,CI,7.4125,-7.5538,72.97,27,3,2.33,clear sky
625,Praxedis Guerrero,MX,31.3667,-106.0167,45.55,31,0,6.31,clear sky
626,Comiso,IT,36.9513,14.6102,52.93,100,20,5.75,few clouds
627,Ortona,IT,42.3496,14.4039,49.17,86,62,4.23,broken clouds
628,Greencastle,US,39.6445,-86.8647,19.51,75,0,1.01,clear sky
629,Bireun,ID,5.203,96.7009,77.59,82,85,4.76,overcast clouds
630,Bilma,NE,18.6853,12.9164,58.77,21,0,8.57,clear sky
631,Saint-Pierre,RE,-21.3393,55.4781,78.48,78,0,8.05,clear sky
632,Koungheul,SN,13.9833,-14.8,77.43,12,0,7.7,clear sky
633,Kodinsk,RU,58.6881,99.1844,14.74,92,100,9.08,overcast clouds
634,Vilyuysk,RU,63.7553,121.6247,-22.81,100,94,2.66,overcast clouds
635,Bukama,CD,-9.2,25.85,66.04,98,82,0.87,broken clouds
636,Galle,LK,6.0367,80.217,74.3,88,63,3.31,broken clouds
637,Villa Carlos Paz,AR,-31.4241,-64.4978,62.06,37,72,5.01,broken clouds
638,Yang Talat,TH,16.3998,103.3679,72.97,61,100,9.82,overcast clouds
639,Sibu,MY,2.3,111.8167,78.08,90,100,1.77,overcast clouds
640,Saint-Joseph,RE,-21.3667,55.6167,77.38,79,99,14.54,overcast clouds
641,Cape Coast,GH,5.1053,-1.2466,79.81,86,0,7.58,light rain
642,Aswan,EG,24.0934,32.907,50.45,54,0,11.21,clear sky
643,Krasnyy Oktyabr,RU,56.1167,38.8833,-4.56,100,100,4.41,overcast clouds
644,Waiouru,NZ,-39.4833,175.6667,57.79,99,100,3.06,light rain
645,Mbumi,TZ,-7.9058,39.2105,74.57,83,100,3.36,overcast clouds
646,Forest Lake,US,45.2789,-92.9852,25.41,74,100,5.01,overcast clouds
647,Isiro,CD,2.7739,27.616,66.0,34,100,1.83,overcast clouds
648,Bambanglipuro,ID,-7.95,110.2833,68.61,74,31,5.35,scattered clouds
649,Kulob,TJ,37.9145,69.783,50.76,62,100,15.66,light rain
650,Geri,CY,35.1,33.4167,49.33,93,20,5.75,few clouds
651,Tempio Pausania,IT,40.8974,9.1035,42.8,81,90,3.31,overcast clouds
652,Kommunisticheskiy,RU,61.6789,64.4819,8.15,97,81,6.6,broken clouds
653,Mazagao,BR,-0.115,-51.2894,78.85,95,100,2.84,overcast clouds
654,Tura,IN,25.5198,90.2201,47.77,90,0,3.04,clear sky
655,Arman,RU,59.7,150.1667,10.02,71,47,11.7,scattered clouds
656,Arlit,NE,18.7369,7.3853,60.73,17,0,7.85,clear sky
657,Kadirli,TR,37.3739,36.0961,40.19,71,1,5.41,clear sky
658,Dali,CN,25.7,100.1833,44.87,87,99,6.98,light rain
659,Seaside,US,36.6111,-121.8516,64.56,57,0,0.0,clear sky
660,Vaitape,PF,-16.5167,-151.75,81.12,73,14,19.8,light rain
661,Srandakan,ID,-7.9386,110.2506,69.73,74,30,5.41,scattered clouds
662,Tromso,NO,69.6496,18.957,34.45,60,40,26.46,light snow
663,Kyzyl-Suu,KG,42.3414,78.0056,12.51,53,6,12.01,clear sky
664,Port Moresby,PG,-9.4431,147.1797,85.08,66,100,12.95,light rain
665,Norman Wells,CA,65.282,-126.8329,-18.36,69,40,2.3,scattered clouds
